id,result
75_2019_1449_1333,0.5
76_2019_1387_1439,0.5
77_2019_1452_1242,0.5
78_2019_1360_1365,0.5
79_2019_1414_1142,0.5
80_2019_1313_1300,0.5
81_2019_1211_1337,0.5
82_2019_1164_1288,0.5
83_2019_1182_1173,0.5
84_2019_1187_1163,0.5
85_2019_1277_1326,0.5
86_2019_1168_1414,0.5
87_2019_1452_1328,0.5
88_2019_1400_1242,0.5
89_2019_1224_1126,0.5
90_2019_1371_1437,0.5
91_2019_1452_1235,0.5
92_2019_1249_1223,0.5
93_2019_1301_1130,0.5
94_2019_1300_1299,0.5
95_2019_1361_1305,0.5
96_2019_1169_1414,0.5
97_2019_1433_1348,0.5
98_2019_1358_1146,0.5
99_2019_1299_1300,0.5
100_2019_1424_1161,0.5
101_2019_1430_1282,0.5
102_2019_1172_1382,0.5
103_2019_1135_1335,0.5
104_2019_1287_1188,0.5
105_2019_1222_1153,0.5
106_2019_1326_1321,0.5
107_2019_1295_1303,0.5
108_2019_1451_1186,0.5
109_2019_1207_1266,0.5
110_2019_1160_1143,0.5
111_2019_1252_1251,0.5
112_2019_1199_1439,0.5
113_2019_1114_1419,0.5
114_2019_1298_1110,0.5
115_2019_1293_1199,0.5
116_2019_1457_1149,0.5
117_2019_1460_1453,0.5
118_2019_1401_1280,0.5
119_2019_1297_1178,0.5
120_2019_1458_1326,0.5
121_2019_1164_1299,0.5
122_2019_1338_1130,0.5
123_2019_1200_1203,0.5
124_2019_1463_1343,0.5
125_2019_1287_1122,0.5
126_2019_1341_1380,0.5
127_2019_1293_1125,0.5
128_2019_1236_1377,0.5
129_2019_1228_1231,0.5
130_2019_1264_1193,0.5
131_2019_1410_1308,0.5
132_2019_1270_1249,0.5
133_2019_1375_1111,0.5
134_2019_1428_1425,0.5
135_2019_1322_1311,0.5
136_2019_1165_1217,0.5
137_2019_1233_1389,0.5
138_2019_1171_1162,0.5
139_2019_1230_1223,0.5
140_2019_1331_1295,0.5
141_2019_1199_1436,0.5
142_2019_1361_1429,0.5
143_2019_1295_1300,0.5
144_2019_1136_1384,0.5
145_2019_1268_1125,0.5
146_2019_1393_1181,0.5
147_2019_1333_1450,0.5
148_2019_1175_1300,0.5
149_2019_1281_1208,0.5
150_2019_1164_1288,0.5
151_2019_1328_1243,0.5
152_2019_1443_1427,0.5
153_2019_1234_1304,0.5
154_2019_1397_1345,0.5
155_2019_1309_1101,0.5
156_2019_1330_1443,0.5
157_2019_1226_1186,0.5
158_2019_1277_1403,0.5
159_2019_1250_1119,0.5
160_2019_1415_1253,0.5
161_2019_1138_1132,0.5
162_2019_1129_1305,0.5
163_2019_1329_1452,0.5
164_2019_1370_1167,0.5
165_2019_1293_1266,0.5
166_2019_1364_1142,0.5
167_2019_1386_1433,0.5
168_2019_1120_1397,0.5
169_2019_1386_1172,0.5
170_2019_1305_1361,0.5
171_2019_1169_1364,0.5
172_2019_1412_1292,0.5
173_2019_1204_1419,0.5
174_2019_1225_1286,0.5
175_2019_1196_1261,0.5
176_2019_1120_1281,0.5
177_2019_1385_1113,0.5
178_2019_1137_1250,0.5
179_2019_1387_1182,0.5
180_2019_1420_1107,0.5
181_2019_1153_1416,0.5
182_2019_1324_1464,0.5
183_2019_1261_1196,0.5
184_2019_1332_1113,0.5
185_2019_1131_1159,0.5
186_2019_1330_1256,0.5
187_2019_1249_1309,0.5
188_2019_1334_1337,0.5
189_2019_1438_1120,0.5
190_2019_1260_1133,0.5
191_2019_1284_1310,0.5
192_2019_1196_1120,0.5
193_2019_1251_1280,0.5
194_2019_1314_1181,0.5
195_2019_1170_1285,0.5
196_2019_1407_1157,0.5
197_2019_1190_1151,0.5
198_2019_1101_1230,0.5
199_2019_1416_1433,0.5
200_2019_1349_1267,0.5
201_2019_1442_1295,0.5
202_2019_1382_1348,0.5
203_2019_1416_1396,0.5
204_2019_1348_1269,0.5
205_2019_1120_1376,0.5
206_2019_1132_1138,0.5
207_2019_1242_1318,0.5
208_2019_1269_1203,0.5
209_2019_1431_1292,0.5
210_2019_1345_1438,0.5
211_2019_1233_1373,0.5
212_2019_1427_1412,0.5
213_2019_1279_1328,0.5
214_2019_1341_1411,0.5
215_2019_1139_1344,0.5
216_2019_1267_1194,0.5
217_2019_1137_1159,0.5
218_2019_1277_1278,0.5
219_2019_1122_1125,0.5
220_2019_1267_1198,0.5
221_2019_1278_1336,0.5
222_2019_1413_1218,0.5
223_2019_1354_1366,0.5
224_2019_1428_1332,0.5
225_2019_1350_1387,0.5
226_2019_1417_1428,0.5
227_2019_1394_1270,0.5
228_2019_1403_1138,0.5
229_2019_1360_1339,0.5
230_2019_1242_1235,0.5
231_2019_1155_1323,0.5
232_2019_1296_1132,0.5
233_2019_1231_1353,0.5
234_2019_1437_1462,0.5
235_2019_1364_1169,0.5
236_2019_1185_1123,0.5
237_2019_1419_1157,0.5
238_2019_1374_1222,0.5
239_2019_1370_1213,0.5
240_2019_1120_1246,0.5
241_2019_1138_1113,0.5
242_2019_1158_1180,0.5
243_2019_1423_1189,0.5
244_2019_1329_1395,0.5
245_2019_1146_1394,0.5
246_2019_1245_1141,0.5
247_2019_1315_1303,0.5
248_2019_1461_1363,0.5
249_2019_1294_1381,0.5
250_2019_1368_1101,0.5
251_2019_1192_1341,0.5
252_2019_1437_1371,0.5
253_2019_1388_1437,0.5
254_2019_1197_1126,0.5
255_2019_1314_1233,0.5
256_2019_1253_1414,0.5
257_2019_1173_1387,0.5
258_2019_1408_1455,0.5
259_2019_1458_1234,0.5
260_2019_1205_1347,0.5
261_2019_1272_1409,0.5
262_2019_1181_1277,0.5
263_2019_1108_1341,0.5
264_2019_1361_1424,0.5
265_2019_1313_1224,0.5
266_2019_1243_1414,0.5
267_2019_1284_1346,0.5
268_2019_1451_1285,0.5
269_2019_1166_1462,0.5
270_2019_1203_1206,0.5
271_2019_1283_1133,0.5
272_2019_1440_1459,0.5
273_2019_1246_1222,0.5
274_2019_1353_1336,0.5
275_2019_1173_1247,0.5
276_2019_1116_1435,0.5
277_2019_1397_1280,0.5
278_2019_1212_1105,0.5
279_2019_1396_1125,0.5
280_2019_1340_1285,0.5
281_2019_1375_1117,0.5
282_2019_1386_1182,0.5
283_2019_1261_1463,0.5
284_2019_1430_1167,0.5
285_2019_1379_1443,0.5
286_2019_1308_1465,0.5
287_2019_1101_1246,0.5
288_2019_1362_1337,0.5
289_2019_1117_1419,0.5
290_2019_1274_1439,0.5
291_2019_1456_1174,0.5
292_2019_1418_1375,0.5
293_2019_1285_1276,0.5
294_2019_1297_1403,0.5
295_2019_1266_1371,0.5
296_2019_1317_1198,0.5
297_2019_1213_1370,0.5
298_2019_1401_1435,0.5
299_2019_1455_1187,0.5
300_2019_1138_1141,0.5
301_2019_1359_1422,0.5
302_2019_1393_1155,0.5
303_2019_1268_1304,0.5
304_2019_1449_1425,0.5
305_2019_1351_1373,0.5
306_2019_1415_1414,0.5
307_2019_1417_1113,0.5
308_2019_1397_1159,0.5
309_2019_1223_1394,0.5
310_2019_1358_1309,0.5
311_2019_1384_1192,0.5
312_2019_1272_1222,0.5
313_2019_1150_1349,0.5
314_2019_1115_1212,0.5
315_2019_1234_1397,0.5
316_2019_1320_1356,0.5
317_2019_1257_1314,0.5
318_2019_1418_1117,0.5
319_2019_1112_1425,0.5
320_2019_1381_1186,0.5
321_2019_1379_1427,0.5
322_2019_1439_1181,0.5
323_2019_1161_1129,0.5
324_2019_1341_1108,0.5
325_2019_1307_1429,0.5
326_2019_1241_1406,0.5
327_2019_1113_1112,0.5
328_2019_1332_1450,0.5
329_2019_1329_1124,0.5
330_2019_1332_1449,0.5
331_2019_1104_1246,0.5
332_2019_1104_1116,0.5
333_2019_1254_1357,0.5
334_2019_1408_1272,0.5
335_2019_1358_1372,0.5
336_2019_1411_1106,0.5
337_2019_1211_1388,0.5
338_2019_1120_1397,0.5
339_2019_1344_1166,0.5
340_2019_1361_1201,0.5
341_2019_1124_1393,0.5
342_2019_1132_1123,0.5
343_2019_1274_1448,0.5
344_2019_1172_1350,0.5
345_2019_1376_1208,0.5
346_2019_1441_1440,0.5
347_2019_1179_1320,0.5
348_2019_1205_1144,0.5
349_2019_1277_1261,0.5
350_2019_1229_1191,0.5
351_2019_1410_1465,0.5
352_2019_1449_1160,0.5
353_2019_1277_1276,0.5
354_2019_1172_1387,0.5
355_2019_1350_1269,0.5
356_2019_1380_1411,0.5
357_2019_1403_1452,0.5
358_2019_1392_1127,0.5
359_2019_1214_1144,0.5
360_2019_1438_1257,0.5
361_2019_1312_1252,0.5
362_2019_1308_1213,0.5
363_2019_1177_1166,0.5
364_2019_1396_1163,0.5
365_2019_1352_1192,0.5
366_2019_1321_1228,0.5
367_2019_1332_1414,0.5
368_2019_1217_1335,0.5
369_2019_1403_1438,0.5
370_2019_1352_1383,0.5
371_2019_1222_1326,0.5
372_2019_1309_1368,0.5
373_2019_1263_1436,0.5
374_2019_1268_1278,0.5
375_2019_1458_1332,0.5
376_2019_1116_1196,0.5
377_2019_1222_1163,0.5
378_2019_1395_1400,0.5
379_2019_1438_1332,0.5
380_2019_1258_1337,0.5
381_2019_1323_1257,0.5
382_2019_1181_1314,0.5
383_2019_1207_1177,0.5
384_2019_1152_1282,0.5
385_2019_1129_1307,0.5
386_2019_1459_1190,0.5
387_2019_1228_1234,0.5
388_2019_1307_1461,0.5
389_2019_1374_1378,0.5
390_2019_1266_1385,0.5
391_2019_1111_1419,0.5
392_2019_1290_1115,0.5
393_2019_1360_1140,0.5
394_2019_1381_1294,0.5
395_2019_1111_1407,0.5
396_2019_1417_1160,0.5
397_2019_1385_1177,0.5
398_2019_1242_1124,0.5
399_2019_1401_1280,0.5
400_2019_1345_1278,0.5
401_2019_1181_1295,0.5
402_2019_1292_1431,0.5
403_2019_1276_1403,0.5
404_2019_1463_1335,0.5
405_2019_1317_1443,0.5
406_2019_1266_1371,0.5
407_2019_1133_1320,0.5
408_2019_1422_1202,0.5
409_2019_1192_1211,0.5
410_2019_1396_1455,0.5
411_2019_1276_1196,0.5
412_2019_1141_1444,0.5
413_2019_1256_1194,0.5
414_2019_1232_1434,0.5
415_2019_1277_1276,0.5
416_2019_1229_1179,0.5
417_2019_1313_1354,0.5
418_2019_1103_1138,0.5
419_2019_1218_1168,0.5
420_2019_1368_1146,0.5
421_2019_1218_1253,0.5
422_2019_1243_1235,0.5
423_2019_1338_1323,0.5
424_2019_1286_1170,0.5
425_2019_1246_1397,0.5
426_2019_1242_1120,0.5
427_2019_1293_1240,0.5
428_2019_1120_1308,0.5
429_2019_1459_1371,0.5
430_2019_1387_1382,0.5
431_2019_1194_1256,0.5
432_2019_1222_1209,0.5
433_2019_1423_1318,0.5
434_2019_1314_1449,0.5
435_2019_1429_1201,0.5
436_2019_1153_1222,0.5
437_2019_1205_1438,0.5
438_2019_1143_1390,0.5
439_2019_1139_1344,0.5
440_2019_1199_1181,0.5
441_2019_1304_1458,0.5
442_2019_1286_1186,0.5
443_2019_1437_1345,0.5
444_2019_1323_1210,0.5
445_2019_1124_1235,0.5
446_2019_1413_1415,0.5
447_2019_1264_1145,0.5
448_2019_1123_1296,0.5
449_2019_1328_1438,0.5
450_2019_1347_1342,0.5
451_2019_1326_1231,0.5
452_2019_1209_1204,0.5
453_2019_1133_1277,0.5
454_2019_1364_1168,0.5
455_2019_1422_1459,0.5
456_2019_1338_1393,0.5
457_2019_1216_1420,0.5
458_2019_1463_1343,0.5
459_2019_1447_1192,0.5
460_2019_1434_1260,0.5
461_2019_1211_1124,0.5
462_2019_1388_1360,0.5
463_2019_1426_1209,0.5
464_2019_1418_1114,0.5
465_2019_1209_1402,0.5
466_2019_1410_1167,0.5
467_2019_1103_1275,0.5
468_2019_1460_1297,0.5
469_2019_1168_1413,0.5
470_2019_1313_1224,0.5
471_2019_1276_1234,0.5
472_2019_1273_1202,0.5
473_2019_1228_1336,0.5
474_2019_1363_1102,0.5
475_2019_1220_1241,0.5
476_2019_1247_1348,0.5
477_2019_1204_1426,0.5
478_2019_1416_1181,0.5
479_2019_1154_1359,0.5
480_2019_1149_1347,0.5
481_2019_1281_1208,0.5
482_2019_1246_1459,0.5
483_2019_1298_1159,0.5
484_2019_1436_1127,0.5
485_2019_1426_1402,0.5
486_2019_1153_1455,0.5
487_2019_1170_1285,0.5
488_2019_1405_1296,0.5
489_2019_1301_1210,0.5
490_2019_1226_1225,0.5
491_2019_1430_1213,0.5
492_2019_1274_1439,0.5
493_2019_1284_1145,0.5
494_2019_1120_1314,0.5
495_2019_1106_1212,0.5
496_2019_1106_1238,0.5
497_2019_1174_1220,0.5
498_2019_1185_1405,0.5
499_2019_1267_1379,0.5
500_2019_1103_1245,0.5
501_2019_1200_1350,0.5
502_2019_1325_1275,0.5
503_2019_1379_1330,0.5
504_2019_1330_1345,0.5
505_2019_1152_1308,0.5
506_2019_1153_1234,0.5
507_2019_1382_1387,0.5
508_2019_1404_1240,0.5
509_2019_1186_1285,0.5
510_2019_1409_1374,0.5
511_2019_1235_1403,0.5
512_2019_1246_1196,0.5
513_2019_1271_1175,0.5
514_2019_1233_1284,0.5
515_2019_1219_1205,0.5
516_2019_1163_1378,0.5
517_2019_1330_1412,0.5
518_2019_1171_1165,0.5
519_2019_1355_1442,0.5
520_2019_1206_1203,0.5
